Value,Occurrences,Indices
63,7,"[2, 14, 28, 29, 34, 36, 37]"
64,7,"[5, 17, 26, 27, 31, 32, 35]"
65,8,"[10, 13, 19, 21, 22, 23, 25, 33]"
66,2,"[8, 9]"
68,1,[18]
69,1,[1]
71,2,"[4, 12]"
143,1,[30]
177,1,[16]
185,1,[24]
198,1,[15]
203,1,[7]
204,1,[20]
211,1,[11]
215,2,"[3, 6]"
222,1,[0]
