Value,Occurrences,Indices
154,32,"[5, 8, 235, 361, 382, 407, 530, 536, 629, 811, 913, 971, 1003, 1441, 1448, 1604, 1621, 1717, 1733, 1822, 1891, 1896, 2068, 2136, 2232, 2376, 2396, 2496, 2713, 2787, 2820, 2873]"
155,34,"[230, 540, 553, 602, 639, 642, 660, 802, 866, 874, 916, 999, 1126, 1141, 1157, 1214, 1339, 1397, 1468, 1628, 1805, 1859, 2039, 2102, 2258, 2310, 2347, 2507, 2525, 2733, 2734, 2806, 2826, 2876]"
156,22,"[27, 119, 283, 520, 596, 739, 764, 1170, 1179, 1244, 1469, 1577, 1781, 1790, 1900, 1970, 1972, 1973, 2385, 2537, 2670, 2741]"
157,23,"[72, 77, 253, 445, 838, 852, 927, 1386, 1404, 1470, 1500, 1507, 1561, 1744, 1984, 2094, 2153, 2392, 2763, 2814, 2816, 2828, 2896]"
158,33,"[69, 88, 101, 163, 167, 234, 337, 489, 581, 645, 757, 783, 823, 830, 904, 1056, 1065, 1463, 1607, 1673, 1757, 1818, 1952, 1994, 2030, 2045, 2050, 2410, 2589, 2723, 2780, 2844, 2847]"
159,22,"[263, 278, 460, 519, 584, 784, 840, 1163, 1224, 1292, 1410, 1498, 1570, 1710, 1720, 1785, 1921, 1935, 2064, 2159, 2726, 2859]"
160,34,"[28, 81, 336, 385, 446, 452, 468, 505, 657, 705, 728, 816, 867, 1005, 1133, 1219, 1248, 1264, 1275, 1383, 1556, 1562, 1659, 2004, 2042, 2055, 2305, 2427, 2433, 2441, 2461, 2862, 2872, 2918]"
161,24,"[4, 208, 285, 363, 510, 531, 790, 1151, 1267, 1286, 1411, 1756, 1766, 2118, 2197, 2205, 2240, 2474, 2498, 2566, 2693, 2720, 2810, 2881]"
162,30,"[127, 381, 411, 544, 691, 861, 878, 907, 944, 1055, 1058, 1232, 1241, 1256, 1311, 1438, 1487, 1563, 1586, 1846, 1931, 2282, 2371, 2471, 2579, 2717, 2790, 2812, 2875, 2883]"
163,23,"[74, 141, 403, 621, 990, 1063, 1425, 1726, 1784, 1851, 1944, 1963, 2037, 2156, 2165, 2199, 2238, 2261, 2467, 2518, 2574, 2588, 2920]"
164,26,"[116, 169, 182, 591, 857, 872, 930, 994, 1009, 1319, 1343, 1370, 1375, 1473, 1508, 1559, 1622, 1754, 1866, 2074, 2194, 2327, 2406, 2464, 2633, 2761]"
165,24,"[120, 199, 205, 347, 375, 379, 415, 743, 972, 1001, 1019, 1021, 1050, 1061, 1115, 1246, 1351, 1647, 1789, 1948, 2561, 2647, 2747, 2861]"
166,35,"[58, 162, 175, 187, 210, 260, 513, 605, 654, 801, 909, 976, 1175, 1226, 1236, 1328, 1466, 1655, 1746, 1749, 1874, 2097, 2177, 2203, 2220, 2243, 2262, 2444, 2563, 2578, 2700, 2710, 2768, 2779, 2858]"
167,36,"[296, 377, 487, 527, 573, 578, 599, 624, 848, 912, 921, 942, 943, 1027, 1048, 1127, 1242, 1254, 1295, 1385, 1528, 1539, 1548, 1646, 1672, 1816, 1965, 2035, 2109, 2255, 2275, 2351, 2548, 2824, 2845, 2924]"
168,22,"[102, 282, 323, 586, 868, 958, 1083, 1153, 1323, 1359, 1374, 1427, 1435, 1704, 1719, 1841, 2173, 2245, 2531, 2627, 2786, 2803]"
169,37,"[18, 90, 334, 443, 449, 600, 603, 611, 670, 672, 828, 1045, 1117, 1145, 1161, 1253, 1399, 1400, 1543, 1594, 1617, 1654, 1814, 1872, 1916, 2028, 2307, 2468, 2511, 2544, 2621, 2685, 2756, 2769, 2782, 2868, 2879]"
170,24,"[21, 156, 589, 773, 815, 869, 892, 1034, 1110, 1247, 1338, 1352, 1657, 1718, 1843, 1848, 1885, 1947, 2196, 2527, 2546, 2567, 2573, 2695]"
171,22,"[132, 221, 549, 610, 1064, 1238, 1700, 1787, 1828, 1840, 1980, 1989, 2065, 2151, 2352, 2369, 2475, 2480, 2558, 2600, 2650, 2744]"
172,22,"[118, 636, 659, 931, 1082, 1111, 1124, 1132, 1239, 1701, 1747, 2052, 2062, 2216, 2308, 2331, 2357, 2375, 2451, 2739, 2797, 2822]"
173,27,"[84, 316, 358, 429, 456, 566, 592, 673, 675, 775, 780, 813, 1040, 1189, 1306, 1689, 2048, 2149, 2200, 2257, 2373, 2395, 2434, 2479, 2539, 2683, 2928]"
174,28,"[121, 397, 465, 474, 491, 604, 719, 789, 853, 910, 936, 1168, 1376, 1442, 1541, 1598, 1603, 1684, 1919, 2019, 2076, 2085, 2296, 2512, 2777, 2781, 2863, 2871]"
175,37,"[32, 148, 231, 272, 338, 450, 575, 580, 656, 736, 765, 832, 1087, 1092, 1205, 1266, 1271, 1540, 1550, 1602, 1606, 1801, 1813, 1923, 2023, 2100, 2207, 2209, 2361, 2382, 2438, 2452, 2476, 2481, 2505, 2612, 2926]"
176,35,"[51, 144, 194, 224, 237, 324, 350, 496, 548, 557, 583, 723, 745, 988, 1173, 1444, 1682, 1791, 1809, 1825, 1844, 1929, 1979, 2002, 2015, 2041, 2154, 2185, 2304, 2345, 2363, 2494, 2529, 2686, 2878]"
177,32,"[34, 38, 298, 346, 373, 378, 454, 634, 678, 715, 753, 968, 1014, 1097, 1148, 1278, 1330, 1364, 1423, 1571, 1762, 1834, 1946, 2091, 2249, 2391, 2489, 2497, 2701, 2792, 2867, 2889]"
178,29,"[6, 46, 56, 87, 180, 207, 218, 250, 318, 345, 427, 776, 810, 934, 984, 1093, 1225, 1325, 1450, 1683, 1694, 1703, 1849, 2143, 2248, 2490, 2553, 2634, 2776]"
179,35,"[70, 71, 158, 308, 472, 508, 688, 895, 992, 1016, 1022, 1070, 1122, 1304, 1308, 1326, 1403, 1564, 1626, 1637, 1644, 1676, 1783, 1865, 1878, 1971, 2057, 2246, 2259, 2289, 2530, 2677, 2687, 2798, 2802]"
180,21,"[239, 441, 492, 511, 571, 718, 887, 1158, 1174, 1353, 1653, 1687, 1833, 1895, 2184, 2368, 2554, 2583, 2688, 2712, 2843]"
181,24,"[213, 423, 509, 514, 635, 702, 708, 724, 1108, 1185, 1299, 1313, 1887, 1903, 2013, 2036, 2329, 2356, 2488, 2595, 2648, 2902, 2915, 2927]"
182,23,"[217, 300, 444, 595, 732, 741, 785, 911, 922, 1233, 1336, 1451, 1514, 1515, 1611, 1905, 1924, 2128, 2198, 2210, 2323, 2737, 2774]"
183,37,"[114, 294, 399, 499, 582, 597, 652, 721, 726, 782, 918, 1060, 1169, 1211, 1355, 1356, 1439, 1467, 1472, 1565, 1863, 1909, 1922, 2021, 2515, 2519, 2568, 2581, 2631, 2678, 2751, 2815, 2855, 2857, 2882, 2893, 2917]"
184,31,"[23, 73, 149, 326, 330, 467, 525, 674, 824, 850, 863, 955, 1071, 1171, 1208, 1418, 1434, 1537, 1569, 1595, 1774, 1958, 2077, 2223, 2272, 2354, 2536, 2729, 2864, 2906, 2925]"
185,37,"[7, 122, 161, 190, 287, 419, 440, 485, 623, 625, 805, 973, 981, 993, 1186, 1199, 1354, 1458, 1546, 1579, 1650, 1681, 1691, 1743, 1880, 1951, 1976, 2024, 2038, 2374, 2506, 2622, 2692, 2705, 2819, 2860, 2897]"
186,23,"[93, 321, 420, 727, 835, 900, 1017, 1066, 1103, 1191, 1437, 1519, 1692, 1702, 1751, 2078, 2119, 2217, 2436, 2523, 2564, 2689, 2831]"
187,30,"[290, 314, 325, 339, 383, 437, 630, 770, 923, 1101, 1121, 1340, 1368, 1402, 1429, 1695, 1807, 1911, 1912, 2053, 2126, 2228, 2281, 2314, 2325, 2462, 2698, 2735, 2823, 2913]"
188,38,"[11, 45, 50, 124, 327, 436, 526, 554, 614, 651, 653, 747, 903, 1010, 1037, 1114, 1134, 1259, 1312, 1389, 1471, 1478, 1499, 1534, 1591, 1680, 1735, 1868, 1937, 1964, 2152, 2219, 2229, 2278, 2463, 2587, 2680, 2827]"
189,34,"[92, 168, 185, 242, 303, 431, 447, 613, 771, 915, 1035, 1038, 1051, 1129, 1294, 1372, 1408, 1494, 1613, 1723, 1738, 1881, 2022, 2034, 2069, 2114, 2150, 2208, 2244, 2270, 2504, 2538, 2656, 2690]"
190,32,"[60, 129, 258, 291, 295, 458, 646, 699, 735, 796, 847, 889, 919, 933, 985, 987, 1018, 1081, 1094, 1321, 1329, 1492, 1517, 1552, 1643, 1661, 1955, 2168, 2170, 2534, 2832, 2834]"
191,23,"[112, 152, 236, 360, 410, 881, 959, 1002, 1112, 1142, 1216, 1363, 1446, 1488, 1870, 2018, 2121, 2233, 2266, 2297, 2425, 2472, 2907]"
192,42,"[209, 246, 256, 342, 349, 563, 750, 982, 1033, 1098, 1109, 1139, 1180, 1192, 1285, 1301, 1357, 1387, 1475, 1544, 1697, 1839, 1894, 1904, 1910, 1982, 2127, 2167, 2193, 2260, 2274, 2286, 2367, 2381, 2555, 2601, 2641, 2655, 2715, 2794, 2809, 2905]"
193,35,"[31, 83, 136, 154, 240, 265, 319, 488, 701, 710, 839, 937, 1119, 1269, 1273, 1346, 1371, 1417, 1538, 1664, 1696, 1961, 1983, 2001, 2162, 2183, 2195, 2230, 2350, 2442, 2549, 2669, 2728, 2849, 2865]"
194,42,"[17, 35, 41, 177, 195, 211, 214, 369, 598, 609, 722, 760, 808, 822, 1030, 1039, 1084, 1138, 1250, 1279, 1345, 1456, 1461, 1625, 1640, 1652, 1732, 1864, 1991, 2027, 2083, 2164, 2336, 2338, 2409, 2454, 2516, 2552, 2599, 2610, 2615, 2764]"
195,39,"[44, 137, 139, 479, 480, 493, 565, 616, 665, 686, 698, 714, 795, 1044, 1260, 1288, 1362, 1440, 1484, 1536, 1636, 1862, 1907, 2031, 2072, 2098, 2298, 2306, 2349, 2473, 2559, 2652, 2706, 2804, 2870, 2874, 2909, 2914, 2916]"
196,33,"[10, 55, 57, 89, 104, 107, 130, 279, 315, 372, 376, 389, 451, 453, 528, 661, 663, 706, 774, 794, 1008, 1047, 1522, 1706, 1804, 1836, 1977, 2321, 2340, 2560, 2620, 2697, 2758]"
197,37,"[64, 123, 160, 181, 248, 267, 281, 354, 356, 367, 455, 463, 517, 551, 669, 716, 896, 941, 962, 978, 1160, 1258, 1344, 1394, 1460, 1883, 1893, 2108, 2290, 2339, 2398, 2492, 2666, 2684, 2760, 2762, 2778]"
198,44,"[54, 79, 99, 398, 518, 543, 552, 612, 703, 733, 767, 826, 870, 901, 953, 1164, 1167, 1188, 1307, 1320, 1361, 1409, 1600, 1651, 1712, 1778, 1898, 2017, 2058, 2067, 2146, 2267, 2360, 2377, 2397, 2407, 2431, 2509, 2526, 2569, 2571, 2679, 2788, 2866]"
199,34,"[275, 311, 317, 433, 550, 667, 700, 762, 846, 980, 1090, 1099, 1125, 1261, 1262, 1553, 1578, 1803, 1835, 1838, 1968, 2008, 2088, 2171, 2263, 2415, 2455, 2484, 2584, 2613, 2657, 2696, 2718, 2721]"
200,43,"[2, 146, 191, 212, 219, 228, 244, 533, 569, 576, 818, 833, 883, 949, 957, 977, 1024, 1080, 1116, 1240, 1268, 1270, 1474, 1761, 1765, 1786, 1915, 2011, 2103, 2252, 2268, 2276, 2470, 2491, 2598, 2626, 2722, 2746, 2775, 2821, 2838, 2840, 2869]"
201,41,"[103, 106, 138, 220, 252, 262, 413, 585, 640, 641, 707, 831, 851, 965, 979, 989, 1088, 1143, 1172, 1200, 1203, 1215, 1290, 1293, 1382, 1384, 1547, 1596, 1627, 1630, 1728, 1771, 1788, 1941, 2235, 2422, 2503, 2533, 2611, 2645, 2771]"
202,41,"[33, 155, 164, 172, 173, 203, 288, 304, 384, 386, 680, 737, 740, 761, 974, 1015, 1036, 1091, 1149, 1155, 1310, 1350, 1377, 1457, 1532, 1675, 1850, 1856, 1914, 2012, 2079, 2157, 2176, 2236, 2362, 2458, 2485, 2672, 2752, 2757, 2904]"
203,48,"[14, 42, 94, 125, 165, 333, 335, 401, 409, 464, 574, 655, 664, 800, 819, 873, 877, 1006, 1012, 1106, 1136, 1156, 1178, 1315, 1406, 1512, 1533, 1584, 1722, 1753, 1954, 2026, 2115, 2133, 2139, 2178, 2269, 2299, 2413, 2439, 2576, 2582, 2586, 2643, 2770, 2772, 2805, 2808]"
204,41,"[128, 206, 241, 406, 466, 516, 593, 684, 713, 803, 1052, 1072, 1237, 1257, 1265, 1272, 1317, 1331, 1415, 1430, 1445, 1529, 1588, 1714, 1736, 1760, 1876, 1933, 2073, 2130, 2212, 2316, 2342, 2346, 2380, 2393, 2487, 2514, 2585, 2651, 2667]"
205,41,"[184, 264, 305, 503, 577, 648, 697, 766, 932, 945, 1075, 1333, 1391, 1401, 1635, 1669, 1729, 1764, 1830, 1871, 1873, 1934, 1943, 1974, 2124, 2161, 2175, 2201, 2280, 2292, 2408, 2412, 2423, 2443, 2460, 2510, 2522, 2524, 2663, 2664, 2880]"
206,64,"[20, 75, 109, 153, 170, 313, 328, 366, 424, 435, 461, 483, 534, 555, 615, 618, 619, 679, 689, 754, 788, 827, 890, 1011, 1166, 1176, 1276, 1297, 1303, 1322, 1398, 1422, 1436, 1443, 1481, 1521, 1566, 1590, 1599, 1633, 1634, 1678, 1708, 1737, 1772, 1817, 1847, 1949, 1995, 2003, 2071, 2081, 2092, 2190, 2224, 2294, 2301, 2320, 2420, 2592, 2674, 2750, 2825, 2853]"
207,56,"[52, 62, 143, 226, 227, 268, 364, 374, 393, 459, 495, 500, 690, 763, 791, 806, 842, 924, 947, 967, 983, 1031, 1162, 1231, 1558, 1576, 1666, 1721, 1775, 1776, 1792, 1897, 1927, 1932, 1996, 2029, 2059, 2111, 2142, 2158, 2247, 2253, 2254, 2285, 2370, 2378, 2411, 2417, 2508, 2608, 2659, 2671, 2811, 2833, 2854, 2894]"
208,65,"[19, 142, 178, 229, 257, 312, 388, 462, 501, 529, 541, 547, 558, 560, 562, 587, 632, 696, 756, 891, 926, 946, 950, 963, 986, 995, 1004, 1023, 1046, 1104, 1120, 1222, 1341, 1393, 1416, 1419, 1428, 1524, 1525, 1527, 1554, 1642, 1665, 1670, 1686, 1731, 1799, 1812, 1829, 2014, 2066, 2163, 2213, 2279, 2283, 2344, 2388, 2447, 2466, 2493, 2520, 2731, 2732, 2791, 2801]"
209,51,"[113, 151, 198, 232, 249, 309, 329, 416, 448, 594, 647, 730, 749, 876, 1054, 1221, 1277, 1324, 1335, 1523, 1632, 1638, 1639, 1645, 1725, 1763, 1769, 1793, 1831, 1858, 1869, 1906, 1917, 1942, 1990, 2166, 2222, 2239, 2315, 2328, 2404, 2430, 2459, 2623, 2691, 2724, 2725, 2818, 2891, 2899, 2922]"
210,44,"[82, 159, 306, 307, 341, 677, 692, 738, 792, 875, 1025, 1078, 1118, 1150, 1212, 1243, 1365, 1413, 1489, 1526, 1572, 1690, 1750, 1879, 1953, 2046, 2087, 2132, 2273, 2372, 2414, 2445, 2446, 2495, 2545, 2619, 2632, 2658, 2707, 2795, 2830, 2841, 2895, 2910]"
211,54,"[98, 145, 457, 631, 643, 676, 804, 829, 836, 837, 905, 908, 952, 1057, 1076, 1123, 1128, 1218, 1230, 1252, 1289, 1358, 1503, 1505, 1560, 1567, 1656, 1716, 1734, 1741, 1798, 1860, 1875, 1892, 1945, 1956, 2032, 2063, 2089, 2134, 2234, 2326, 2330, 2394, 2402, 2405, 2448, 2596, 2607, 2682, 2708, 2807, 2901, 2912]"
212,32,"[59, 67, 270, 404, 506, 524, 658, 709, 779, 797, 820, 948, 1154, 1227, 1302, 1585, 1759, 1815, 1823, 1888, 1966, 2075, 2080, 2144, 2341, 2386, 2399, 2517, 2557, 2614, 2673, 2785]"
213,42,"[110, 117, 201, 245, 371, 712, 748, 841, 843, 856, 859, 884, 954, 1095, 1135, 1140, 1193, 1245, 1251, 1263, 1486, 1610, 1629, 1727, 1758, 1853, 2084, 2090, 2116, 2117, 2148, 2188, 2218, 2225, 2271, 2300, 2603, 2609, 2662, 2759, 2846, 2903]"
214,30,"[16, 131, 157, 331, 439, 476, 482, 607, 683, 777, 854, 956, 1282, 1298, 1309, 1332, 1348, 1388, 1495, 1568, 1748, 1802, 1820, 1992, 2049, 2251, 2287, 2449, 2605, 2681]"
215,22,"[233, 387, 538, 559, 720, 858, 939, 1105, 1412, 1496, 1531, 1575, 1580, 1582, 1592, 1620, 1685, 1950, 2214, 2256, 2419, 2755]"
216,11,"[273, 428, 473, 590, 717, 807, 817, 1079, 1479, 2353, 2450]"
217,8,"[310, 731, 880, 1085, 1516, 1545, 1711, 2424]"
218,4,"[80, 898, 2773, 2835]"
