Value,Occurrences,Indices
135,21,"[135, 282, 426, 492, 528, 810, 847, 942, 1035, 1302, 1316, 1340, 1486, 1628, 1827, 1843, 2128, 2283, 2738, 2946, 3006]"
136,27,"[5, 45, 81, 92, 434, 570, 638, 843, 873, 1036, 1184, 1279, 1456, 1607, 1637, 1667, 1687, 1823, 1955, 2077, 2107, 2115, 2482, 2528, 2717, 2834, 3033]"
137,32,"[217, 279, 483, 510, 658, 695, 714, 734, 818, 855, 887, 924, 961, 999, 1055, 1081, 1172, 1248, 1277, 1303, 1781, 1886, 1888, 1909, 2007, 2098, 2140, 2206, 2254, 2286, 2711, 3039]"
138,23,"[15, 16, 78, 197, 237, 251, 256, 701, 724, 1218, 1263, 1387, 1396, 1842, 1891, 2141, 2185, 2270, 2329, 2340, 2355, 2838, 2923]"
139,29,"[138, 152, 184, 315, 356, 607, 748, 782, 787, 894, 899, 949, 1031, 1354, 1372, 1375, 1505, 1639, 1645, 1696, 1814, 2275, 2348, 2458, 2470, 2503, 2596, 2628, 2677]"
140,29,"[183, 185, 276, 394, 565, 699, 826, 909, 941, 1246, 1404, 1438, 1469, 1623, 1657, 1663, 1669, 1726, 1973, 2198, 2245, 2630, 2729, 2750, 2802, 2815, 2839, 2860, 3003]"
141,17,"[151, 250, 550, 591, 725, 759, 859, 927, 1561, 1810, 2226, 2252, 2299, 2302, 2439, 2576, 2642]"
142,16,"[104, 130, 190, 431, 788, 1079, 1342, 1359, 1662, 1902, 1932, 2392, 2599, 2844, 2858, 3038]"
143,22,"[159, 389, 425, 499, 539, 674, 938, 972, 1026, 1053, 1078, 1205, 1256, 1336, 1413, 1524, 1779, 2099, 2125, 2238, 2273, 2514]"
144,21,"[14, 362, 777, 808, 868, 1029, 1258, 1493, 1670, 1796, 1809, 1821, 1901, 2074, 2366, 2445, 2767, 2768, 2797, 2829, 2943]"
145,19,"[140, 441, 623, 651, 1261, 1291, 1414, 1517, 1582, 1604, 1672, 1751, 1868, 2175, 2570, 2615, 2886, 2919, 2933]"
146,28,"[3, 411, 606, 684, 731, 823, 840, 935, 1009, 1047, 1090, 1220, 1270, 1282, 1504, 1671, 1734, 1755, 1962, 2485, 2606, 2646, 2665, 2736, 2812, 2901, 2998, 3027]"
147,21,"[68, 154, 487, 719, 956, 1043, 1059, 1568, 1588, 1783, 1801, 1884, 1908, 2130, 2218, 2231, 2318, 2500, 2633, 2983, 3017]"
148,21,"[286, 632, 639, 841, 929, 1049, 1104, 1150, 1304, 1321, 1328, 1337, 1860, 2194, 2220, 2228, 2389, 2460, 2491, 2973, 3030]"
149,27,"[338, 597, 706, 815, 975, 1341, 1391, 1436, 1479, 1584, 1668, 1743, 1919, 2170, 2265, 2425, 2639, 2680, 2696, 2719, 2771, 2847, 2866, 2885, 2914, 2930, 2988]"
150,9,"[22, 116, 342, 416, 721, 1101, 1463, 1575, 2357]"
151,16,"[19, 336, 577, 608, 619, 666, 908, 1014, 1057, 1158, 1922, 2131, 2235, 2540, 2617, 2653]"
152,21,"[259, 783, 1084, 1206, 1219, 1339, 1382, 1425, 2160, 2536, 2564, 2610, 2621, 2770, 2782, 2851, 2908, 2921, 2947, 2995, 3059]"
153,12,"[780, 858, 877, 1102, 1133, 1145, 1175, 1360, 1489, 2400, 2474, 2657]"
154,10,"[245, 517, 943, 1292, 1378, 1461, 2322, 2627, 2882, 2917]"
155,21,"[242, 417, 529, 548, 720, 814, 1022, 1159, 1166, 1451, 1626, 1760, 1762, 1830, 1967, 2161, 2534, 2669, 2755, 2841, 2910]"
156,13,"[1, 38, 406, 592, 1441, 2043, 2253, 2319, 2437, 2602, 2611, 2722, 2731]"
157,12,"[34, 689, 710, 799, 1177, 1398, 1724, 1745, 2255, 2256, 2259, 2867]"
158,15,"[161, 238, 253, 968, 985, 1117, 1260, 1351, 1417, 1475, 1646, 2085, 2090, 2167, 2997]"
159,22,"[39, 523, 629, 702, 770, 1001, 1157, 1211, 1476, 1496, 1577, 1924, 1939, 1987, 2028, 2121, 2229, 2375, 2385, 2715, 2846, 3016]"
160,24,"[204, 210, 220, 240, 474, 507, 538, 616, 727, 803, 1210, 1226, 1381, 1752, 1795, 1900, 2009, 2047, 2095, 2153, 2368, 2597, 2679, 2826]"
161,15,"[514, 527, 610, 897, 978, 1119, 1176, 1197, 1389, 1499, 1627, 1780, 2636, 2884, 2965]"
162,17,"[174, 350, 391, 404, 1128, 1253, 1910, 1969, 2002, 2291, 2296, 2317, 2339, 2509, 2510, 2562, 2684]"
163,14,"[33, 246, 407, 560, 609, 829, 1008, 1208, 1468, 1656, 1958, 2184, 2452, 2479]"
164,21,"[241, 566, 671, 738, 797, 1135, 1144, 1410, 1703, 1716, 1730, 1799, 1800, 1808, 1862, 1942, 2137, 2451, 2664, 2721, 2824]"
165,15,"[343, 509, 712, 796, 1196, 1204, 1324, 1558, 2057, 2269, 2404, 2707, 2805, 2875, 2962]"
166,21,"[301, 309, 361, 475, 569, 861, 996, 1051, 1134, 1136, 1343, 1393, 1422, 1477, 1988, 2113, 2180, 2652, 2749, 2954, 3035]"
167,16,"[84, 99, 144, 900, 940, 955, 1633, 1722, 1961, 2094, 2320, 2713, 2871, 2932, 3008, 3048]"
168,24,"[230, 481, 484, 518, 700, 1095, 1110, 1325, 1464, 1551, 1585, 1614, 1617, 1912, 1963, 2038, 2052, 2480, 2496, 2580, 2689, 2898, 2903, 2942]"
169,19,"[91, 155, 290, 297, 436, 661, 755, 1054, 1062, 1309, 1379, 1542, 1608, 1930, 1959, 1992, 2429, 2592, 2744]"
170,23,"[11, 35, 141, 213, 582, 645, 656, 1123, 1163, 1490, 1500, 1601, 1609, 1782, 1937, 2018, 2072, 2556, 2666, 2869, 2900, 2924, 2959]"
171,18,"[265, 305, 375, 384, 485, 497, 537, 812, 917, 1046, 1200, 1515, 1737, 2042, 2608, 2648, 2787, 2948]"
172,23,"[73, 296, 337, 379, 473, 561, 621, 650, 717, 966, 998, 1083, 1165, 1415, 1447, 1589, 1618, 1659, 2029, 2159, 2525, 2870, 2890]"
173,14,"[287, 794, 889, 931, 971, 1777, 1885, 1946, 1951, 2179, 2313, 2487, 2739, 2804]"
174,18,"[62, 636, 737, 805, 856, 916, 1071, 1174, 1527, 1640, 1856, 1931, 2173, 2250, 2261, 2598, 2817, 2845]"
175,19,"[60, 145, 368, 1016, 1207, 1255, 1364, 1643, 1790, 1870, 2139, 2171, 2243, 2398, 2519, 2604, 2811, 2897, 3028]"
176,22,"[10, 61, 166, 261, 418, 440, 553, 576, 631, 910, 976, 1052, 1629, 1826, 1899, 2242, 2282, 2490, 2678, 2772, 2788, 3002]"
177,25,"[557, 581, 600, 711, 730, 756, 857, 891, 1077, 1146, 1209, 1222, 1307, 1358, 1409, 1494, 1540, 1713, 2246, 2484, 2691, 2742, 2883, 2925, 2972]"
178,25,"[118, 270, 302, 370, 541, 547, 578, 665, 766, 772, 979, 1234, 1432, 2055, 2063, 2191, 2292, 2321, 2651, 2658, 2734, 2763, 2821, 3004, 3044]"
179,17,"[71, 79, 163, 193, 652, 697, 728, 922, 1010, 1028, 1040, 1313, 1960, 2092, 2449, 2626, 2637]"
180,29,"[0, 231, 239, 705, 871, 945, 1274, 1314, 1367, 1518, 1560, 1592, 1621, 2040, 2089, 2096, 2133, 2134, 2240, 2370, 2447, 2448, 2477, 2483, 2549, 2746, 2760, 2789, 2857]"
181,25,"[50, 82, 117, 316, 526, 854, 1060, 1121, 1154, 1428, 1491, 1676, 1829, 1838, 1927, 1975, 2054, 2075, 2093, 2401, 2405, 2551, 2703, 2764, 3051]"
182,18,"[321, 381, 531, 655, 744, 1214, 1334, 1511, 1594, 1616, 1768, 1786, 1875, 2036, 2446, 2913, 2966, 3045]"
183,23,"[48, 207, 274, 400, 536, 558, 637, 735, 754, 836, 1480, 1652, 1863, 1881, 2177, 2187, 2426, 2527, 2612, 2700, 2766, 2951, 3034]"
184,20,"[100, 285, 480, 501, 707, 768, 833, 950, 1042, 1056, 1107, 1126, 1416, 1443, 1731, 1798, 2330, 2450, 2455, 2692]"
185,26,"[21, 114, 211, 295, 299, 457, 761, 806, 986, 993, 1007, 1038, 1086, 1238, 1269, 1283, 1448, 1836, 1934, 1957, 2033, 2378, 2533, 2618, 2737, 2850]"
