Value,Occurrences,Indices
179,29,"[239, 241, 300, 314, 584, 630, 646, 1003, 1174, 1207, 1286, 1294, 1437, 1458, 1546, 1615, 1780, 1802, 1864, 2014, 2105, 2187, 2229, 2442, 2482, 2500, 2547, 2566, 2593]"
180,42,"[52, 82, 96, 118, 137, 148, 202, 235, 240, 441, 484, 502, 504, 522, 605, 640, 666, 850, 989, 1140, 1194, 1279, 1292, 1385, 1426, 1442, 1515, 1530, 1730, 1753, 1778, 1947, 1949, 1959, 1980, 2117, 2161, 2250, 2289, 2373, 2524, 2597]"
181,28,"[313, 608, 610, 672, 738, 776, 814, 980, 1041, 1164, 1210, 1228, 1281, 1297, 1523, 1588, 1601, 1976, 2011, 2135, 2167, 2175, 2252, 2275, 2296, 2345, 2426, 2536]"
182,26,"[153, 162, 223, 289, 507, 643, 704, 799, 954, 1123, 1298, 1374, 1381, 1424, 1500, 1589, 1715, 1725, 1960, 1996, 2035, 2082, 2180, 2432, 2487, 2509]"
183,46,"[8, 95, 100, 113, 151, 167, 285, 310, 356, 379, 426, 432, 442, 463, 545, 569, 572, 606, 611, 663, 723, 900, 1258, 1406, 1463, 1562, 1600, 1766, 1771, 1797, 1845, 1874, 2099, 2109, 2111, 2218, 2230, 2234, 2240, 2263, 2299, 2311, 2332, 2361, 2525, 2539]"
184,34,"[61, 320, 339, 380, 511, 534, 782, 819, 862, 1008, 1088, 1136, 1144, 1245, 1296, 1386, 1428, 1453, 1470, 1578, 1599, 1659, 1680, 1916, 2191, 2258, 2261, 2366, 2415, 2416, 2433, 2439, 2501, 2559]"
185,30,"[23, 217, 250, 338, 394, 492, 751, 843, 940, 1091, 1182, 1393, 1620, 1744, 1866, 1929, 1991, 2016, 2177, 2232, 2276, 2388, 2402, 2407, 2420, 2425, 2459, 2483, 2511, 2533]"
186,43,"[16, 65, 90, 170, 207, 258, 259, 264, 296, 434, 437, 549, 602, 702, 728, 885, 990, 1029, 1149, 1163, 1253, 1439, 1468, 1508, 1533, 1684, 1757, 1781, 1816, 1857, 1863, 1879, 1880, 1923, 2026, 2059, 2195, 2198, 2257, 2308, 2427, 2429, 2455]"
187,38,"[7, 25, 131, 143, 160, 298, 329, 371, 419, 448, 449, 512, 622, 641, 714, 848, 864, 1014, 1044, 1089, 1133, 1158, 1524, 1592, 1705, 1733, 1789, 2101, 2110, 2124, 2183, 2205, 2225, 2321, 2380, 2454, 2554, 2591]"
188,38,"[48, 68, 173, 215, 351, 460, 561, 772, 888, 898, 979, 994, 1072, 1106, 1187, 1291, 1332, 1337, 1376, 1511, 1518, 1537, 1557, 1582, 1591, 1676, 1726, 1760, 1763, 1783, 1796, 1799, 2107, 2151, 2239, 2279, 2336, 2367]"
189,27,"[87, 171, 187, 194, 244, 276, 355, 587, 792, 999, 1017, 1019, 1211, 1278, 1474, 1622, 1833, 1892, 1993, 2027, 2154, 2297, 2372, 2400, 2479, 2552, 2567]"
190,33,"[80, 294, 308, 362, 493, 546, 583, 603, 827, 993, 1186, 1254, 1338, 1344, 1460, 1566, 1575, 1685, 1698, 1747, 1823, 1849, 1953, 2158, 2160, 2170, 2235, 2319, 2368, 2392, 2517, 2563, 2587]"
191,54,"[117, 124, 132, 279, 292, 306, 321, 377, 389, 400, 435, 452, 461, 529, 556, 696, 710, 736, 779, 856, 883, 933, 947, 966, 1011, 1024, 1048, 1081, 1093, 1125, 1128, 1193, 1197, 1263, 1313, 1316, 1334, 1352, 1443, 1462, 1529, 1704, 1881, 1926, 1946, 1971, 2052, 2163, 2200, 2248, 2470, 2473, 2480, 2519]"
192,44,"[12, 37, 138, 175, 199, 236, 337, 478, 524, 588, 693, 744, 769, 809, 861, 934, 976, 987, 1043, 1047, 1111, 1141, 1196, 1215, 1216, 1302, 1418, 1441, 1665, 1903, 1938, 2037, 2076, 2085, 2142, 2462, 2503, 2505, 2510, 2538, 2540, 2551, 2580, 2589]"
193,53,"[42, 75, 224, 237, 303, 348, 367, 388, 397, 421, 453, 456, 542, 565, 689, 742, 764, 844, 995, 1071, 1119, 1156, 1377, 1417, 1438, 1476, 1496, 1509, 1610, 1690, 1738, 1807, 1841, 1853, 1870, 1872, 1890, 1942, 1967, 2013, 2021, 2046, 2053, 2096, 2149, 2162, 2166, 2325, 2352, 2353, 2498, 2516, 2535]"
194,33,"[10, 57, 89, 104, 299, 317, 497, 518, 543, 555, 576, 604, 669, 678, 774, 820, 975, 1122, 1183, 1192, 1329, 1372, 1401, 1449, 1625, 1700, 2057, 2100, 2262, 2356, 2395, 2564, 2583]"
195,51,"[20, 32, 39, 63, 102, 213, 334, 391, 423, 450, 487, 498, 515, 516, 530, 535, 568, 824, 826, 851, 941, 1068, 1102, 1117, 1147, 1159, 1201, 1217, 1375, 1400, 1466, 1553, 1737, 1788, 1832, 1883, 1906, 1984, 2043, 2098, 2129, 2139, 2140, 2184, 2204, 2375, 2390, 2403, 2406, 2484, 2557]"
