Value,Occurrences,Indices
136,1,[361]
137,1,[849]
138,3,"[160, 559, 899]"
139,2,"[46, 616]"
140,4,"[400, 510, 689, 778]"
141,6,"[14, 16, 51, 641, 777, 828]"
142,3,"[364, 419, 915]"
143,3,"[18, 562, 699]"
146,2,"[484, 537]"
148,2,"[252, 815]"
149,1,[922]
150,1,[657]
151,1,[584]
153,3,"[649, 754, 939]"
156,1,[909]
157,1,[910]
159,1,[432]
162,1,[976]
164,2,"[6, 374]"
178,1,[875]
