Value,Occurrences,Indices
135,21,"[136, 283, 428, 494, 530, 811, 848, 943, 1036, 1305, 1319, 1343, 1488, 1627, 1825, 1841, 2127, 2281, 2737, 2945, 3006]"
136,30,"[5, 46, 82, 93, 436, 572, 640, 844, 874, 1037, 1186, 1282, 1435, 1458, 1606, 1636, 1666, 1686, 1821, 1953, 2076, 2106, 2114, 2480, 2526, 2716, 2789, 2833, 2837, 3033]"
137,32,"[218, 280, 485, 512, 660, 697, 716, 736, 819, 856, 888, 925, 962, 1000, 1056, 1082, 1174, 1251, 1280, 1306, 1779, 1885, 1887, 1908, 2005, 2097, 2139, 2205, 2252, 2284, 2710, 3039]"
138,23,"[15, 16, 79, 198, 238, 252, 257, 703, 726, 1221, 1266, 1390, 1399, 1439, 1840, 1890, 2140, 2184, 2268, 2328, 2339, 2354, 2922]"
139,30,"[139, 153, 185, 316, 357, 609, 750, 784, 789, 895, 900, 950, 1032, 1357, 1375, 1378, 1505, 1638, 1694, 1813, 1938, 2031, 2273, 2347, 2456, 2468, 2501, 2594, 2626, 2676]"
140,28,"[184, 186, 277, 396, 567, 701, 827, 910, 942, 1249, 1407, 1440, 1471, 1622, 1656, 1662, 1668, 1724, 1971, 2197, 2243, 2728, 2749, 2801, 2814, 2838, 2859, 3003]"
141,18,"[152, 251, 552, 593, 727, 761, 860, 928, 1561, 1809, 2016, 2224, 2250, 2298, 2301, 2437, 2574, 2640]"
142,18,"[105, 131, 191, 433, 790, 1080, 1112, 1345, 1362, 1661, 1901, 1926, 1931, 2391, 2597, 2843, 2857, 3038]"
143,21,"[160, 391, 427, 501, 541, 939, 973, 1027, 1054, 1079, 1207, 1259, 1339, 1416, 1524, 1777, 2098, 2124, 2236, 2271, 2512]"
144,20,"[14, 363, 779, 809, 869, 1030, 1261, 1495, 1669, 1795, 1808, 1819, 1900, 2073, 2365, 2443, 2766, 2796, 2828, 2942]"
145,20,"[141, 443, 625, 653, 981, 1264, 1294, 1417, 1517, 1582, 1603, 1671, 1749, 1867, 2174, 2568, 2613, 2767, 2885, 2932]"
146,28,"[3, 413, 608, 686, 733, 824, 841, 936, 1010, 1048, 1091, 1223, 1273, 1285, 1492, 1670, 1732, 1753, 1960, 2483, 2604, 2644, 2663, 2735, 2811, 2900, 2998, 3027]"
147,16,"[69, 721, 957, 1044, 1568, 1588, 1781, 1800, 1883, 1907, 2129, 2216, 2229, 2317, 2631, 2983]"
148,21,"[287, 634, 641, 842, 930, 1050, 1106, 1152, 1307, 1324, 1331, 1340, 1858, 2193, 2218, 2226, 2388, 2458, 2489, 2973, 3030]"
149,26,"[339, 599, 708, 816, 976, 1344, 1394, 1481, 1584, 1667, 1741, 1918, 1956, 2041, 2169, 2263, 2423, 2679, 2695, 2718, 2770, 2846, 2865, 2884, 2913, 2988]"
150,10,"[22, 117, 343, 418, 676, 723, 1102, 1575, 2356, 2592]"
151,18,"[19, 337, 579, 621, 668, 909, 1015, 1058, 1160, 1434, 1921, 2130, 2233, 2538, 2615, 2651, 2781, 2929]"
152,19,"[260, 785, 1085, 1208, 1222, 1342, 1385, 1428, 2159, 2534, 2562, 2608, 2619, 2769, 2850, 2907, 2920, 2946, 3059]"
153,15,"[782, 859, 878, 1104, 1135, 1147, 1177, 1202, 1363, 1491, 2399, 2472, 2628, 2655, 2958]"
154,11,"[246, 519, 944, 1295, 1381, 1463, 2244, 2321, 2625, 2881, 2916]"
155,21,"[419, 531, 550, 722, 815, 1023, 1161, 1168, 1453, 1625, 1758, 1760, 1828, 1965, 2160, 2336, 2532, 2667, 2754, 2840, 2909]"
156,10,"[1, 38, 408, 2240, 2251, 2318, 2435, 2600, 2721, 2730]"
157,13,"[34, 610, 691, 712, 801, 1179, 1401, 1722, 1743, 2253, 2254, 2257, 2866]"
158,16,"[162, 239, 254, 969, 986, 1119, 1263, 1354, 1420, 1477, 1645, 2084, 2089, 2166, 2995, 2997]"
159,22,"[39, 190, 525, 631, 704, 772, 1002, 1159, 1214, 1478, 1498, 1577, 1923, 1985, 2120, 2227, 2374, 2384, 2609, 2714, 2845, 3016]"
160,21,"[205, 211, 221, 241, 476, 540, 618, 729, 804, 1060, 1213, 1384, 1794, 1899, 2045, 2094, 2152, 2367, 2595, 2678, 2825]"
161,13,"[516, 529, 612, 979, 1121, 1178, 1199, 1392, 1499, 1778, 2634, 2883, 2964]"
162,19,"[175, 351, 393, 406, 1130, 1256, 1675, 1909, 1967, 2000, 2186, 2289, 2295, 2316, 2338, 2507, 2508, 2560, 2683]"
163,14,"[33, 247, 409, 562, 594, 611, 830, 1009, 1211, 1443, 1655, 2183, 2477, 2637]"
164,21,"[242, 568, 673, 740, 799, 1137, 1146, 1229, 1413, 1551, 1701, 1714, 1728, 1799, 1807, 1860, 1940, 2136, 2449, 2720, 2823]"
165,15,"[344, 511, 714, 757, 798, 972, 1198, 1206, 1558, 2056, 2267, 2403, 2804, 2874, 2961]"
166,21,"[302, 310, 477, 571, 862, 997, 1052, 1073, 1136, 1138, 1346, 1396, 1425, 1479, 1626, 2112, 2179, 2448, 2690, 2748, 3035]"
167,18,"[85, 100, 145, 167, 901, 941, 956, 1632, 1717, 1720, 1798, 1959, 2093, 2319, 2650, 2712, 2931, 3008]"
168,21,"[231, 483, 486, 520, 702, 1096, 1328, 1466, 1585, 1613, 1616, 1911, 1961, 1986, 2051, 2478, 2578, 2688, 2897, 2902, 2941]"
169,19,"[92, 156, 291, 298, 432, 438, 663, 1055, 1063, 1312, 1542, 1607, 1929, 1957, 1990, 2315, 2427, 2590, 2743]"
170,21,"[11, 142, 214, 539, 584, 647, 658, 1125, 1165, 1470, 1500, 1600, 1608, 1936, 2071, 2554, 2664, 2868, 2899, 2923, 3048]"
171,19,"[266, 306, 376, 386, 487, 499, 687, 813, 898, 918, 1047, 1515, 1735, 2040, 2498, 2606, 2646, 2786, 2947]"
172,22,"[74, 297, 338, 381, 475, 563, 623, 719, 967, 999, 1084, 1167, 1418, 1449, 1589, 1617, 1658, 2027, 2158, 2208, 2869, 2889]"
173,13,"[288, 796, 890, 932, 1884, 1944, 1949, 2178, 2312, 2485, 2523, 2738, 2803]"
174,19,"[63, 638, 739, 755, 806, 917, 1072, 1176, 1393, 1527, 1639, 1854, 1930, 2172, 2248, 2259, 2596, 2816, 2844]"
175,19,"[61, 146, 369, 652, 1017, 1210, 1258, 1367, 1642, 1789, 1869, 2138, 2170, 2241, 2494, 2517, 2602, 2896, 3028]"
176,24,"[10, 62, 262, 420, 442, 555, 578, 633, 746, 911, 977, 1053, 1628, 1775, 1824, 1898, 2280, 2450, 2547, 2677, 2771, 2787, 2870, 3002]"
177,21,"[602, 713, 758, 858, 892, 1078, 1148, 1212, 1225, 1310, 1361, 1412, 1496, 1540, 1711, 2397, 2482, 2741, 2882, 2924, 2972]"
178,21,"[119, 271, 303, 371, 580, 667, 768, 774, 980, 1237, 1289, 2054, 2062, 2190, 2290, 2320, 2447, 2649, 2656, 2733, 3004]"
179,13,"[80, 194, 362, 654, 699, 730, 923, 1011, 1041, 1316, 1958, 2091, 2624]"
180,29,"[0, 232, 240, 534, 707, 872, 946, 1196, 1317, 1370, 1376, 1518, 1560, 1592, 1620, 2036, 2088, 2132, 2133, 2238, 2445, 2446, 2475, 2481, 2745, 2759, 2788, 2856, 3044]"
181,23,"[51, 83, 118, 317, 528, 549, 855, 1029, 1061, 1493, 1750, 1827, 1836, 1973, 2026, 2053, 2074, 2400, 2404, 2549, 2702, 2763, 3051]"
182,18,"[164, 383, 509, 533, 583, 657, 1217, 1337, 1511, 1594, 1615, 1766, 1785, 1874, 2444, 2950, 2965, 3045]"
