Value,Occurrences,Indices
197,55,"[64, 145, 161, 218, 262, 282, 287, 310, 340, 492, 494, 579, 628, 647, 655, 682, 683, 712, 795, 844, 885, 944, 1024, 1029, 1076, 1081, 1145, 1304, 1399, 1456, 1461, 1632, 1674, 1695, 1719, 1838, 1920, 1928, 1943, 2018, 2024, 2085, 2095, 2129, 2145, 2184, 2186, 2200, 2283, 2383, 2410, 2474, 2486, 2529, 2538]"
198,51,"[31, 32, 76, 164, 203, 397, 424, 426, 453, 516, 525, 594, 626, 634, 668, 698, 817, 917, 936, 949, 995, 997, 1015, 1033, 1061, 1063, 1075, 1094, 1106, 1175, 1254, 1299, 1350, 1496, 1511, 1610, 1641, 1667, 1721, 1788, 1937, 2015, 2031, 2071, 2251, 2279, 2329, 2384, 2462, 2524, 2528]"
199,45,"[163, 177, 246, 322, 336, 577, 595, 657, 667, 711, 717, 749, 755, 760, 890, 907, 918, 956, 965, 972, 1012, 1065, 1077, 1345, 1497, 1603, 1605, 1654, 1664, 1824, 1865, 1882, 1915, 1930, 1933, 1951, 2058, 2064, 2116, 2242, 2338, 2411, 2490, 2502, 2555]"
200,45,"[67, 84, 228, 450, 509, 554, 651, 660, 705, 757, 776, 801, 830, 867, 913, 1073, 1138, 1242, 1372, 1404, 1421, 1495, 1536, 1592, 1637, 1642, 1673, 1757, 1903, 1909, 1973, 2001, 2046, 2083, 2117, 2146, 2172, 2234, 2245, 2268, 2288, 2332, 2422, 2447, 2541]"
201,52,"[1, 70, 73, 150, 192, 206, 227, 251, 256, 343, 468, 652, 676, 689, 732, 752, 754, 819, 821, 828, 829, 877, 950, 967, 1062, 1203, 1309, 1310, 1476, 1529, 1558, 1602, 1611, 1634, 1661, 1671, 1733, 1771, 1810, 1823, 1860, 1881, 1899, 1914, 1985, 2063, 2206, 2225, 2368, 2436, 2456, 2465]"
202,62,"[109, 182, 189, 204, 244, 265, 268, 318, 324, 359, 371, 428, 484, 584, 627, 631, 654, 672, 684, 690, 831, 871, 924, 934, 961, 1036, 1069, 1086, 1097, 1104, 1134, 1243, 1282, 1361, 1362, 1366, 1429, 1480, 1482, 1493, 1549, 1596, 1670, 1853, 1854, 1859, 1875, 2003, 2061, 2119, 2141, 2165, 2252, 2254, 2315, 2316, 2339, 2361, 2394, 2416, 2521, 2543]"
203,43,"[110, 116, 172, 325, 331, 402, 457, 482, 518, 714, 724, 862, 920, 977, 991, 1020, 1102, 1125, 1348, 1451, 1483, 1526, 1639, 1681, 1753, 1802, 1809, 1837, 1857, 1867, 1921, 1931, 1964, 1990, 2049, 2079, 2086, 2142, 2190, 2194, 2265, 2266, 2321]"
204,46,"[13, 21, 26, 29, 141, 165, 285, 329, 356, 467, 481, 505, 572, 728, 740, 783, 788, 796, 836, 854, 887, 1100, 1152, 1223, 1481, 1553, 1556, 1638, 1666, 1703, 1738, 1756, 1910, 2006, 2010, 2101, 2124, 2257, 2262, 2275, 2305, 2353, 2421, 2448, 2505, 2569]"
205,74,"[3, 49, 72, 97, 108, 139, 144, 184, 208, 323, 369, 391, 502, 504, 524, 592, 630, 636, 688, 699, 716, 730, 748, 764, 805, 811, 835, 881, 903, 951, 954, 1048, 1051, 1093, 1126, 1202, 1279, 1292, 1308, 1330, 1349, 1379, 1398, 1436, 1582, 1619, 1629, 1657, 1659, 1660, 1726, 1730, 1796, 1818, 1863, 1926, 1999, 2072, 2131, 2170, 2171, 2267, 2299, 2304, 2312, 2392, 2407, 2426, 2458, 2518, 2544, 2551, 2570, 2582]"
206,60,"[0, 6, 45, 159, 225, 294, 345, 392, 417, 523, 641, 669, 803, 858, 878, 879, 911, 982, 1011, 1057, 1091, 1108, 1197, 1204, 1238, 1320, 1325, 1334, 1375, 1397, 1411, 1500, 1504, 1514, 1534, 1552, 1591, 1604, 1607, 1672, 1767, 1793, 1798, 1803, 1806, 1952, 1980, 2054, 2127, 2136, 2150, 2282, 2397, 2419, 2435, 2454, 2510, 2516, 2535, 2593]"
207,68,"[92, 180, 183, 300, 327, 377, 389, 432, 438, 499, 522, 549, 553, 585, 710, 725, 734, 758, 777, 789, 891, 919, 957, 969, 996, 1014, 1022, 1089, 1147, 1149, 1174, 1213, 1217, 1220, 1234, 1247, 1259, 1317, 1329, 1358, 1387, 1644, 1648, 1686, 1746, 1791, 1826, 1883, 1886, 1916, 1922, 1966, 1993, 1996, 2039, 2045, 2070, 2205, 2222, 2280, 2352, 2356, 2439, 2464, 2495, 2539, 2568, 2573]"
208,66,"[121, 124, 174, 188, 196, 241, 279, 335, 352, 353, 380, 570, 611, 625, 678, 686, 720, 779, 822, 898, 905, 912, 914, 938, 1039, 1068, 1131, 1136, 1201, 1224, 1232, 1237, 1287, 1316, 1341, 1401, 1420, 1426, 1542, 1543, 1650, 1652, 1728, 1789, 1840, 1880, 1935, 1954, 1962, 1967, 2043, 2104, 2155, 2157, 2212, 2224, 2285, 2313, 2420, 2444, 2450, 2472, 2494, 2513, 2559, 2580]"
209,46,"[2, 60, 86, 106, 112, 113, 176, 195, 230, 273, 296, 314, 412, 435, 487, 769, 1212, 1245, 1269, 1318, 1443, 1518, 1651, 1668, 1804, 1874, 1902, 1961, 1968, 1977, 2005, 2008, 2028, 2068, 2125, 2144, 2179, 2253, 2311, 2333, 2336, 2388, 2429, 2470, 2530, 2566]"
210,73,"[11, 51, 111, 166, 168, 205, 250, 280, 349, 367, 372, 395, 398, 404, 414, 429, 451, 454, 470, 473, 485, 490, 508, 547, 558, 790, 797, 804, 810, 851, 870, 901, 960, 964, 966, 1027, 1032, 1059, 1074, 1107, 1117, 1167, 1267, 1274, 1311, 1321, 1356, 1407, 1431, 1484, 1720, 1722, 1723, 1737, 1777, 1782, 1811, 1813, 1894, 1908, 1976, 2088, 2183, 2264, 2314, 2324, 2328, 2358, 2367, 2442, 2512, 2577, 2596]"
211,65,"[104, 157, 191, 254, 259, 289, 321, 386, 430, 498, 538, 658, 661, 733, 837, 840, 869, 902, 916, 1005, 1026, 1118, 1168, 1172, 1208, 1231, 1233, 1249, 1255, 1256, 1322, 1347, 1352, 1364, 1464, 1547, 1579, 1612, 1614, 1690, 1718, 1762, 1763, 1772, 1845, 1887, 1934, 1948, 2013, 2040, 2067, 2102, 2112, 2220, 2239, 2318, 2372, 2379, 2408, 2476, 2484, 2491, 2563, 2571, 2588]"
212,66,"[18, 19, 47, 135, 214, 229, 248, 303, 306, 317, 339, 351, 382, 408, 439, 471, 537, 600, 635, 663, 674, 719, 742, 746, 770, 802, 807, 873, 945, 947, 948, 1019, 1156, 1177, 1183, 1188, 1271, 1276, 1281, 1365, 1455, 1477, 1485, 1584, 1588, 1731, 1741, 1816, 1919, 1929, 1932, 1988, 2151, 2154, 2191, 2241, 2249, 2258, 2263, 2320, 2381, 2391, 2459, 2469, 2525, 2583]"
213,47,"[71, 200, 209, 237, 315, 326, 363, 374, 403, 474, 478, 591, 597, 624, 638, 681, 700, 738, 747, 785, 883, 915, 980, 1025, 1055, 1179, 1289, 1306, 1403, 1422, 1581, 1594, 1624, 1647, 1678, 1693, 1716, 1734, 1760, 1820, 1876, 1895, 1971, 2192, 2219, 2342, 2360]"
214,54,"[24, 94, 134, 158, 304, 373, 423, 442, 588, 615, 619, 620, 632, 633, 723, 731, 794, 833, 896, 906, 1000, 1058, 1082, 1133, 1137, 1141, 1184, 1205, 1258, 1305, 1368, 1414, 1473, 1486, 1492, 1502, 1517, 1519, 1578, 1700, 1711, 1893, 1917, 1942, 2017, 2020, 2065, 2139, 2209, 2231, 2325, 2396, 2540, 2586]"
215,45,"[100, 107, 186, 255, 283, 500, 531, 540, 550, 561, 680, 697, 865, 910, 937, 955, 971, 1030, 1049, 1111, 1190, 1199, 1240, 1314, 1326, 1378, 1530, 1628, 1630, 1643, 1665, 1708, 1768, 1808, 1913, 1960, 2092, 2111, 2130, 2213, 2215, 2357, 2412, 2504, 2556]"
216,33,"[14, 66, 146, 154, 242, 348, 465, 774, 787, 846, 889, 1038, 1066, 1129, 1264, 1357, 1388, 1439, 1491, 1532, 1574, 1575, 1600, 1601, 1662, 1744, 1750, 1956, 2023, 2226, 2290, 2434, 2575]"
217,21,"[216, 344, 488, 512, 581, 841, 853, 981, 985, 1037, 1166, 1454, 1487, 1577, 1828, 1832, 1884, 2000, 2167, 2240, 2374]"
218,3,"[1871, 2056, 2269]"
